,CRAN,Package,Readme,bioconductor,dependencies,dependency,development,development version,devtools,git_clone,github,install_github,install_packages,install_packages_github,installation,nb_chars,nb_lines,omegahat,r-forge,release,released version,replicat,replication,rforge,stable,stable version,to install
0,True,amelia,README.md,False,False,False,False,False,True,[],True,"['install_github(""Amelia"", user = ""IQSS"", ref = ""develop"")']","['install.packages(""Amelia"")']",[],True,731,22,False,False,False,False,False,False,False,True,False,True
1,False,amelia,README,False,False,False,False,False,False,[],False,[],[],[],False,1104,19,False,False,False,False,False,False,False,False,False,False
2,False,fragtalrock,README.md,False,False,False,False,False,False,[],False,[],[],[],False,5187,168,False,False,False,False,False,False,False,False,False,False
3,True,reshape,README.md,False,False,False,True,False,True,[],True,"['install_github(""hadley/reshape"")']","['install.packages(""reshape2"")']",[],True,2227,42,False,False,True,True,False,False,False,False,False,False
4,True,ggplot2Ext1,README.md,False,False,False,False,False,True,[],True,"['install_github(""ggobi/ggally"")']","['install.packages(""GGally"")']",[],True,763,20,False,False,False,False,False,False,False,False,False,True
5,False,futile,README.md,False,False,False,False,False,False,[],False,[],[],[],False,4005,135,False,False,False,False,False,False,False,False,False,False
6,False,dcemri,README.md,False,False,False,False,False,False,[],True,[],[],[],False,2733,21,False,False,True,False,False,False,False,False,False,False
7,False,redis,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1808,67,False,False,False,False,False,False,False,False,False,False
8,False,redis,README,False,False,False,False,False,False,[],False,[],[],[],False,716,32,False,False,False,False,False,False,False,False,False,False
9,False,dcemriS4noNifti,README.md,False,False,False,False,False,False,[],True,[],[],[],False,2733,21,False,False,True,False,False,False,False,False,False,False
10,False,eval.with.details,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1080,21,False,False,False,False,False,False,False,False,False,False
11,False,gpdcmvx,README.md,False,False,False,False,False,False,[],False,[],[],[],False,519,18,False,False,False,False,False,False,False,False,False,False
12,True,rsdda,README.md,False,True,False,False,False,True,[],True,"[""install_github('ramhiser/sparsediscrim')""]",[],[],True,1987,43,False,False,False,False,False,False,False,True,True,False
13,False,rISAtab,README.md,True,False,False,True,True,False,[],True,[],[],[],False,2867,49,False,False,True,False,False,False,False,False,False,False
14,False,rmidi,README,False,True,False,False,False,False,[],False,[],[],[],True,4840,149,False,False,False,False,False,False,False,False,False,True
15,False,edas,README.md,False,False,False,False,False,False,[],False,[],[],[],False,597,3,False,False,False,False,False,False,False,False,False,False
16,True,sbnClient,README.markdown,False,False,False,False,False,True,[],True,"[""install_github('rSynapseClient', 'Sage-Bionetworks', ref='develop')""]",[],[],True,1152,25,False,False,True,True,False,False,False,False,False,True
17,True,plos,README.Rmd,False,False,False,True,True,True,[],True,"['install_github(""ropensci/rplos"")']","['install.packages(""rplos"")', 'install.packages(""devtools"")']",[],False,5831,204,False,False,False,False,False,False,False,False,False,False
18,True,plos,README.md,False,False,False,True,True,True,[],True,"['install_github(""ropensci/rplos"")']","['install.packages(""rplos"")', 'install.packages(""devtools"")']",[],False,15219,403,False,False,False,False,False,False,False,False,False,False
19,True,bootclust,README.md,False,True,False,False,False,True,[],True,"['install_github(""ramhiser/clusteval"")']",[],[],True,434,19,False,False,False,False,False,False,False,True,True,False
20,True,tmlende,README.md,False,False,False,False,False,True,[],True,"['install_github(""lendle/tmlecte"")']","['install.packages(""devtools"")']",[],True,1517,29,False,False,False,False,False,False,False,False,False,False
21,True,rxygn,README.md,False,False,False,True,True,True,[],True,"['install_github(""klutometis/roxygen"")']","['install.packages(""roxygen2"")', 'install.packages(""devtools"")']",[],True,3398,100,False,False,True,True,False,False,False,False,False,False
22,True,roxygen,README.md,False,False,False,True,True,True,[],True,"['install_github(""klutometis/roxygen"")']","['install.packages(""roxygen2"")', 'install.packages(""devtools"")']",[],True,3398,100,False,False,True,True,False,False,False,False,False,False
23,True,granova,README.markdown,False,False,False,True,True,True,[],True,[],[],[],True,4236,80,False,False,False,False,False,False,False,False,False,False
24,False,HMMt,README,False,False,False,False,False,False,"[""git clone git@github.com:gui11aume/vtrackR.git' to have the full version history.\n""]",True,[],[],[],False,570,7,False,False,False,False,False,False,False,False,False,False
25,True,actlearn,README.md,False,True,False,False,False,True,[],True,"[""install_github('ramhiser/activelearning')""]",[],[],True,1542,33,False,False,False,False,False,False,False,True,True,False
26,False,fingers,README.md,False,False,False,False,False,False,[],True,[],[],[],False,859,22,False,False,False,False,False,False,False,False,False,False
27,True,clustomit,README.md,False,True,False,False,False,True,[],True,"['install_github(""ramhiser/clusteval"")']",[],[],True,434,19,False,False,False,False,False,False,False,True,True,False
28,False,PDGcontrol,README.md,False,False,False,False,False,True,[],True,"['install_github(""multiple_uncertainty"", ""cboettig"")']",[],[],False,2554,39,False,False,False,False,False,False,False,True,False,False
29,False,SpatCommStat,README.md,False,False,False,False,False,True,['git clone git@github.com:your_user_name/vario.git\n'],True,"['install_github(""mcglinnlab/vario"")']",['install.packages(devtools)'],[],False,3211,86,False,False,False,False,False,False,False,False,False,False
30,False,MLclass,README.md,False,False,False,False,False,False,[],False,[],[],[],False,802,21,False,False,False,False,False,False,False,False,False,False
31,True,web,README.md,False,False,False,True,True,True,[],True,"['install_github(""hadley/httr"")']","['install.packages(""httr"")', 'install.packages(""devtools"")']",[],True,2696,61,True,False,True,True,False,False,False,False,False,False
32,True,citeulike,README.Rmd,False,False,False,True,True,True,[],True,"['install_github(""ropensci/rebird"")']","['install.packages(""rebird"")', 'install.packages(""devtools"")']",[],False,2121,73,False,False,False,False,False,False,False,True,True,False
33,True,citeulike,README.md,False,False,False,True,True,True,[],True,"['install_github(""ropensci/rebird"")']","['install.packages(""rebird"")', 'install.packages(""devtools"")']",[],False,6059,149,False,False,False,False,False,False,False,True,True,False
34,True,reBird,README.Rmd,False,False,False,True,True,True,[],True,"['install_github(""ropensci/rebird"")']","['install.packages(""rebird"")', 'install.packages(""devtools"")']",[],False,2121,73,False,False,False,False,False,False,False,True,True,False
35,True,reBird,README.md,False,False,False,True,True,True,[],True,"['install_github(""ropensci/rebird"")']","['install.packages(""rebird"")', 'install.packages(""devtools"")']",[],False,6059,149,False,False,False,False,False,False,False,True,True,False
36,True,DSPRqtlDataA,README.markdown,False,False,False,True,True,True,[],True,"['install_github(""DSPRqtl"", ""egking"", branch = ""develop"")']",[],[],True,2942,46,False,False,True,False,False,False,False,True,False,True
37,True,Ritk,README.md,False,True,False,True,False,True,"['git clone https://github.com/stnava/ITKR.git\n', 'git clone https://github.com/stnava/ANTsR.git\n']",True,"['install_github(""stnava/cmaker"")', 'install_github(""stnava/ITKR"")', 'install_github(""stnava/ANTsR"")']",[],[],True,9638,290,False,False,True,False,False,False,False,True,False,True
38,False,vtrackR,README,False,False,False,False,False,False,"[""git clone git@github.com:gui11aume/vtrackR.git' to have the full version history.\n""]",True,[],[],[],False,570,7,False,False,False,False,False,False,False,False,False,False
39,False,polyafit,README.md,False,False,False,False,False,False,[],False,[],[],[],False,533,18,False,False,False,False,False,False,False,False,False,False
40,True,staticdoc,README.md,False,False,False,True,True,True,[],True,"['install_github(""hadley/staticdocs"")']","['install.packages(""devtools"")']",[],False,1233,32,False,False,False,False,False,False,False,False,False,False
41,False,distance,README.md,False,False,False,True,False,False,[],False,[],[],[],False,188,5,False,False,False,False,False,False,False,False,False,False
42,False,ggbiplot,README.markdown,False,False,False,True,False,True,[],True,"['install_github(""ggbiplot"", ""vqv"")']",[],[],True,932,27,False,False,False,False,False,False,False,False,False,False
43,True,rbold,README.Rmd,True,False,False,True,True,True,[],True,"['install_github(""ropensci/bold"")']","['install.packages(""bold"")']",[],False,2151,104,False,False,False,False,False,False,False,False,False,False
44,True,rbold,README.md,True,False,False,True,True,True,[],True,"['install_github(""ropensci/bold"")']","['install.packages(""bold"")']",[],False,7555,168,False,False,False,False,False,False,False,False,False,False
45,False,austin,README.md,False,False,False,False,False,False,[],False,[],[],[],False,326,12,False,True,False,False,False,False,False,False,False,False
46,True,pandoc,README.md,False,True,False,False,False,True,[],True,"[""install_github('pander', 'Rapporter')""]","[""install.packages('pander')""]",[],True,61715,1114,False,False,False,False,False,False,False,True,True,True
47,False,Risatab,README.md,True,False,False,True,True,False,[],True,[],[],[],False,2867,49,False,False,True,False,False,False,False,False,False,False
48,False,bisectr,README.md,False,False,False,False,False,True,[],False,[],[],[],True,8250,243,False,False,False,False,False,False,False,False,False,True
49,False,tranSMART,README.md,False,False,False,False,False,False,[],True,[],[],[],False,346,8,False,False,False,False,False,False,False,False,False,False
50,True,segue,README.md,False,False,False,False,False,False,[],False,[],[],[],False,512,8,True,False,False,False,False,False,False,False,False,False
51,False,BiOpticaR,README.md,False,False,False,True,False,True,[],True,"['install_github(""PranaGeo/Spectral"")']",[],[],True,2383,31,False,False,False,False,False,False,False,False,False,True
52,False,ISA2R,README.md,True,False,False,True,True,False,[],True,[],[],[],False,2867,49,False,False,True,False,False,False,False,False,False,False
53,True,LOADEST,README.md,False,True,False,False,False,False,[],True,[],[],[],True,1061,19,False,False,False,False,False,False,False,False,False,False
54,False,berrylogo,README.md,False,False,False,False,False,True,[],True,"['install_github(""berrylogo"",""leipzig"")']",[],[],False,1370,28,False,False,False,False,False,False,False,False,False,False
55,False,ggplotJrnold,README.Rmd,False,False,False,False,False,False,[],False,[],[],[],False,544,22,False,False,False,False,False,False,False,False,False,False
56,True,ggplotJrnold,README.md,False,True,False,True,True,True,[],True,"['install_github(""jrnold/ggthemes"")']",[],[],False,11737,424,False,False,False,False,True,False,False,True,True,True
57,False,ricalc,README.md,False,False,False,False,False,False,[],True,[],[],[],False,895,23,False,False,False,False,False,False,False,False,False,False
58,True,rdpi,README,False,False,False,True,False,False,[],True,[],[],[],False,3137,114,False,False,False,False,False,False,False,False,False,False
59,True,plsdepot,README.md,False,False,False,True,True,True,[],True,"[""install_github('plsdepot',  username='gastonstat')""]","['install.packages(""plsdepot"")', 'install.packages(""devtools"")']",[],True,2077,43,False,False,False,False,False,False,False,True,True,True
60,False,SOD,README,False,False,False,False,False,False,[],False,[],[],[],False,119,1,False,False,False,False,False,False,False,False,False,False
61,True,activelearning,README.md,False,True,False,False,False,True,[],True,"[""install_github('ramhiser/activelearning')""]",[],[],True,1542,33,False,False,False,False,False,False,False,True,True,False
62,False,pdgControl,README.md,False,False,False,False,False,True,[],True,"['install_github(""multiple_uncertainty"", ""cboettig"")']",[],[],False,2554,39,False,False,False,False,False,False,False,True,False,False
63,False,oscR,README.md,False,False,False,False,False,False,['git clone https://github.com/charles-plessy/oscR.git\n'],True,[],[],[],True,1117,41,False,False,True,False,False,False,False,False,False,True
64,True,diagdiscrim,README.md,False,True,False,False,False,True,[],True,"[""install_github('ramhiser/sparsediscrim')""]",[],[],True,1987,43,False,False,False,False,False,False,False,True,True,False
65,False,EGRETBeta,README.md,False,False,False,False,False,False,[],True,[],[],[],True,10896,260,False,False,False,False,False,False,False,False,False,True
66,False,hackout,README.md,False,False,False,False,False,False,[],False,[],[],[],False,218,5,False,False,False,False,False,False,False,False,False,False
67,False,basechain,README.md,False,False,False,False,False,True,[],True,"['install_github(""basechain.R"", username = ""michelk"")']","[""install.packages('devtools')""]",[],True,339,18,False,False,False,False,False,False,False,False,False,False
68,False,timezone,README.md,False,False,False,False,False,False,[],False,[],[],[],False,823,21,False,False,False,False,False,False,False,False,False,False
69,True,rlpSpec,README.md,False,True,False,True,True,True,[],True,"['install_github(""abarbour/psd"")']",[],[],False,4291,116,False,False,False,False,False,False,False,False,False,True
70,False,texmex2,README.md,False,False,False,False,False,False,[],False,[],[],[],False,519,18,False,False,False,False,False,False,False,False,False,False
71,False,dsopal,README.md,False,False,False,False,False,False,[],False,[],[],[],False,986,30,False,False,False,False,False,False,False,False,False,False
72,True,ratarb,README.md,False,False,False,False,False,True,[],True,[],[],[],True,4005,163,False,False,True,False,False,False,False,False,False,False
73,True,installR,README.md,False,False,False,True,False,True,[],True,"[""install_github('talgalili/installr')""]","[""install.packages('installr')"", ""install.packages('devtools')"", ""install.packages('installr')""]",[],True,5626,146,False,False,False,False,False,False,False,True,True,True
74,True,ropensnp,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""ropensci/rsnps"")']","['install.packages(""rsnps"")', 'install.packages(""devtools"")']",[],False,2450,100,False,False,False,False,False,False,False,False,False,False
75,True,ropensnp,README.md,False,False,False,False,False,True,[],True,"['install_github(""ropensci/rsnps"")']","['install.packages(""rsnps"")', 'install.packages(""devtools"")']",[],False,5523,182,False,False,False,False,False,False,False,False,False,False
76,False,bootES,README.md,False,False,False,False,False,False,[],False,[],[],[],False,92,4,False,False,False,False,False,False,False,False,False,False
77,True,dataRetrievalSNAPSHOT,README.md,False,False,False,False,False,False,[],True,[],"['install.packages(""dataRetrieval"")']",[],True,4034,79,False,False,True,False,False,False,False,False,False,True
78,False,SurfaceMesh,README.md,False,False,False,False,False,True,[],True,"[""install_github('SurfaceMesh.R', 'michelk')""]",[],[],True,191,8,False,False,False,False,False,False,False,False,False,False
79,False,useful,README,False,False,False,False,False,False,[],False,[],[],[],False,156,1,False,False,False,False,False,False,False,False,False,False
80,False,oosanalysis,README,False,False,False,False,False,False,[],False,[],[],[],True,806,25,False,False,False,False,False,False,False,False,False,False
81,False,FLFleet,README.md,False,False,False,False,False,False,[],False,[],[],[],False,76,4,False,False,False,False,False,False,False,False,False,False
82,True,rDrop,README.md,False,False,True,False,False,True,[],True,"['install_github(""duncantl/ROAuth"")', 'install_github(""karthik/rDrop"")']",[],[],False,6894,153,False,False,False,False,False,False,False,False,False,False
83,False,fylopic,README.md,False,False,False,False,False,True,[],True,"['install_github(""devtools"")', 'install_github(""sckott/rphylopic"")']",[],[],False,2440,69,False,False,False,False,False,False,False,False,False,False
84,False,hefce,README.md,False,False,False,False,False,False,[],False,[],[],[],False,548,3,False,False,False,False,False,False,False,False,False,False
85,True,MakeRV,README.md,False,False,False,False,False,True,[],True,"['install_github(""discreteRV"", ""erichare"")']","['install.packages(""discreteRV"")', 'install.packages(""devtools"")']",[],True,716,24,False,False,True,False,False,False,False,True,False,True
86,False,vdb,README.md,False,False,False,True,False,True,[],True,"['install_github(""tesseradata/datadr"")', 'install_github(""tesseradata/trelliscope"")']",[],[],True,1124,27,False,False,False,False,False,False,False,False,False,True
87,False,dsregressionclient,README.md,False,False,False,False,False,False,[],False,[],[],[],False,97,4,False,False,False,False,False,False,False,False,False,False
88,False,rGithubClient,README.md,False,False,False,True,False,True,[],True,"['install_github(""rGithubClient"", ""brian-bot"")']","['install.packages(""devtools"")']",[],False,903,22,False,False,False,False,False,False,False,False,False,True
89,False,thedude,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""ropensci/sofa"")']",[],[],True,3585,148,False,False,False,False,False,False,False,False,False,False
90,False,thedude,README.md,False,False,False,False,False,True,[],True,"['install_github(""ropensci/sofa"")']",[],[],True,4593,211,False,False,False,False,True,False,False,False,False,False
91,False,mesh2d,README.md,False,False,False,False,False,True,[],True,"['install_github(""mesh2d"", username = ""michelk"")']","[""install.packages('devtools')""]",[],True,483,20,False,False,False,False,False,False,False,False,False,False
92,False,RTypeInference,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1250,30,False,False,False,False,False,False,False,False,False,False
93,True,HyperChemoBridge,README.md,False,False,False,False,False,True,[],True,"['install_github(repo = ""Chaturga/HyperChemoBridge"", ref = ""master"")']","['install.packages(""devtools"")']",[],False,3864,55,False,True,False,False,False,False,False,False,False,True
94,False,cafr,README.md,False,False,False,False,False,True,[],True,"['install_github(""cafr"", ""weiyi-bitw"")']","['install.packages(""devtools"")']",[],False,444,22,False,False,False,False,False,False,False,False,False,True
95,False,CompPack,README.md,False,False,False,False,False,True,[],True,"['install_github(""CompPack"", ""JackStat"")']",[],[],False,495,12,False,False,False,False,False,False,False,False,False,True
96,True,downloader,README.md,False,True,False,False,False,False,[],True,[],"['install.packages(""downloader"")']",[],False,707,20,False,False,False,False,False,False,False,False,False,True
97,False,redshift,README.md,False,True,False,True,False,False,[],True,[],[],[],False,4211,80,False,False,False,False,False,False,True,False,False,False
98,False,yhatR,README,False,False,False,False,False,False,[],False,[],[],[],False,57,2,False,False,False,False,False,False,False,False,False,False
99,False,timeline,README.md,False,False,False,False,False,True,[],True,"[""install_github('timeline','jbryer')""]",[],[],False,279,10,False,False,False,False,False,False,False,False,False,False
100,True,Rcurand,README.html,False,False,False,False,False,True,[],True,"['install_github(&quot;rcurand&quot;, &quot;kashif&quot;)']",[],[],True,4152,198,False,False,True,False,False,False,False,False,False,False
101,True,Rcurand,README.md,False,False,False,False,False,True,[],True,"['install_github(""rcurand"", ""kashif"")']","['install.packages(""devtools"")']",[],True,1995,52,False,False,True,False,False,False,False,False,False,False
102,True,sos4R,README.md,False,False,False,True,False,False,[],True,[],[],[],False,1550,33,False,False,False,False,False,False,False,False,False,False
103,False,LightR,README.md,False,False,False,False,False,True,[],True,"['install_github(""eldarrak/FLightR"")']",[],[],False,550,19,False,False,True,False,False,False,False,False,False,True
104,False,Rkoans,README.Rmd,False,False,False,True,False,True,['git clone\n'],True,[],[],[],False,3747,96,False,False,False,False,False,False,False,False,False,False
105,False,Rkoans,README.md,False,False,False,True,False,True,['git clone https://github.com/DASpringate/Rkoans.git\n'],True,[],[],[],False,3737,104,False,False,False,False,False,False,False,False,False,False
106,False,fs,README.md,False,False,True,False,False,True,[],True,"['install_github(""wrathematics/RNACI"")', 'install_github(""wrathematics/memuse"")']",[],[],True,3141,147,False,False,False,False,False,False,False,False,False,False
107,False,MemUse,README.md,False,False,True,False,False,True,[],True,"['install_github(""wrathematics/RNACI"")', 'install_github(""wrathematics/memuse"")']",[],[],True,3141,147,False,False,False,False,False,False,False,False,False,False
108,False,multipleuncertainty,README.md,False,False,False,False,False,True,[],True,"['install_github(""multiple_uncertainty"", ""cboettig"")']",[],[],False,2554,39,False,False,False,False,False,False,False,True,False,False
109,False,hefceref,README.md,False,False,False,False,False,False,[],False,[],[],[],False,548,3,False,False,False,False,False,False,False,False,False,False
110,True,ggrfsrc,README.md,False,False,False,False,False,False,[],True,[],[],[],False,3668,38,False,False,False,False,False,False,False,False,False,False
111,False,fLightR,README.md,False,False,False,False,False,True,[],True,"['install_github(""eldarrak/FLightR"")']",[],[],False,550,19,False,False,True,False,False,False,False,False,False,True
112,False,countimp,README.md,False,False,False,False,False,False,[],False,[],[],[],False,132,6,False,False,False,False,False,False,False,False,False,False
113,False,Dnonmem,README.md,False,False,False,False,False,False,[],False,[],[],[],False,454,11,False,False,False,False,False,False,False,False,False,False
114,True,googleCharts,README.md,False,False,False,False,False,True,[],True,"['install_github(""jcheng5/googleCharts"")']","['install.packages(""devtools"")']",[],True,1003,25,False,False,False,False,False,False,False,False,False,False
115,False,sretools,README.md,False,False,False,False,False,False,[],False,[],[],[],False,5656,67,False,False,False,False,False,False,False,False,False,False
116,False,earlywarning,README.md,False,True,False,False,False,True,[],True,"['install_github(""earlywarning"", ""cboettig"")', 'install_github(""populationdynamics"", ""cboettig"")']",[],[],True,1458,34,False,False,False,False,False,False,False,False,False,False
117,True,ngram,README.md,False,False,False,True,True,True,[],True,"['install_github(""ngramr"", ""seancarmody"")', 'install_github(""ngramr"", ""seancarmody"", ""develop"")']","[""install.packages('ngramr')""]",[],False,3942,82,False,False,True,False,False,False,False,True,True,True
118,False,FishMaps,README.md,False,True,False,True,False,True,[],True,"['install_github(""FishMaps"", username = ""fernandomayer"")']",[],[],True,3532,68,False,False,True,False,False,False,False,False,False,True
119,False,ocpu,README.md,False,False,False,False,False,True,[],True,"['install_github(""jeroenooms/opencpu"")']","['install.packages(""opencpu"")']",[],False,1042,20,False,False,False,False,False,False,False,True,True,False
120,False,ConjointChecks,README.md,False,False,False,False,False,False,[],False,[],[],[],False,84,2,False,False,False,False,False,False,False,False,False,False
121,False,HandyStuff,README.md,False,False,False,True,False,True,[],True,"['install_github(repo = ""HandyStuff"", username = ""bryanhanson"", ref = ""master"")']","['install.packages(""devtools"")']",[],True,899,16,False,False,False,False,False,False,False,False,False,True
122,False,trainmet,README.md,False,False,False,False,False,False,[],False,[],[],[],True,412,7,False,False,False,False,False,False,False,False,False,False
123,False,dbframe,README,False,False,True,False,False,False,[],True,[],[],[],True,2129,52,False,True,False,False,False,False,False,False,False,False
124,False,RCusum,README.md,False,False,False,False,False,False,[],True,[],[],[],False,2091,32,False,False,False,False,False,False,False,False,False,False
125,False,rcusum,README.md,False,False,False,False,False,False,[],True,[],[],[],False,2091,32,False,False,False,False,False,False,False,False,False,False
126,False,bmm,README,False,True,False,False,False,True,['git clone git@github.com:genome/bmm.git\n'],True,"['install_github(""genome/bmm"")']","['install.packages(""devtools"")']",[],True,608,26,False,False,False,False,False,False,False,False,False,False
127,True,gigvis,README.md,False,False,False,True,True,True,[],True,"['install_github(""hadley/lazyeval"", build_vignettes = FALSE)', 'install_github(""hadley/dplyr"", build_vignettes = FALSE)', 'install_github(""rstudio/ggvis"", build_vignettes = FALSE)']","['install.packages(""ggvis"")', 'install.packages(""devtools"")']",[],True,2173,46,False,False,True,False,False,False,False,False,False,False
128,True,RcppDend,README.md,False,False,False,False,False,True,[],True,"[""install_github('talgalili/dendextendRcpp')""]","[""install.packages('dendextendRcpp')"", ""install.packages('devtools')""]",[],True,1694,77,False,False,False,False,False,False,False,True,True,True
129,False,RMaxima,README.md,False,False,False,False,False,True,[],True,"['install_github(""skranz/restorepoint"")', 'install_github(""skranz/stringtools"")', 'install_github(""skranz/RMaxima"")']",[],[],True,878,39,False,False,False,False,False,False,False,False,False,False
130,False,spGoogle,README.md,False,False,False,True,False,True,[],True,"['install_github(""lgsilvaesilva/spGoogle"")']",[],[],True,726,26,False,False,False,False,False,False,False,False,False,False
131,False,marsrover,README.md,False,False,False,True,False,False,[],False,[],[],[],False,1035,12,False,False,False,False,False,False,False,False,False,False
132,True,govdat,README.Rmd,False,False,False,True,True,True,[],True,"['install_github(""ropengov/rsunlight"")']","['install.packages(""rsunlight"")', 'install.packages(""devtools"")']",[],False,4617,143,False,False,False,False,False,False,False,False,False,False
133,True,govdat,README.md,False,False,False,True,True,True,[],True,"['install_github(""ropengov/rsunlight"")']","['install.packages(""rsunlight"")', 'install.packages(""devtools"")']",[],False,5198,168,False,False,False,False,False,False,False,False,False,False
134,False,mpmisc,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1123,23,False,False,False,False,False,False,False,False,False,False
135,False,dsm.raster.plot,README.md,False,False,False,False,False,False,[],True,[],[],[],True,2311,47,False,False,True,False,False,False,False,False,False,False
136,False,Rmoses,README.md,True,False,False,False,False,False,[],False,[],[],[],False,2743,64,False,False,False,False,False,False,False,False,False,False
137,False,gprediction,README.md,False,False,False,False,False,False,[],False,[],[],[],False,60,4,False,False,False,False,False,False,False,False,False,False
138,False,datamindSCT,README.md,False,False,False,False,False,True,[],True,"['install_github(""datacampSCT"",""data-camp"")', 'install_github(""datacamp"",""data-camp"")']",[],[],False,7529,163,False,False,False,False,False,False,False,False,False,False
139,False,datamind,README.md,False,False,False,False,False,True,[],True,"['install_github(""datacampSCT"", ""data-camp"")', 'install_github(""datacamp"", ""data-camp"")', 'install_github(""slidify"", ""ramnathv"", ref = ""dev"")', 'install_github(""slidifyLibraries"", ""ramnathv"")']","['install.packages(""devtools"")']",[],False,1032,28,False,False,False,False,False,False,False,False,False,False
140,False,PlateMap,README.md,False,False,False,False,False,False,[],False,[],[],[],False,167,3,False,False,False,False,False,False,False,False,False,False
141,False,bmrf,README.md,False,False,False,False,False,False,[],False,[],[],[],False,210,7,False,False,False,False,False,False,False,False,False,False
142,False,teradataR,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1011,37,False,False,True,False,False,False,False,False,False,False
143,True,derfinder2,README.md,True,False,False,True,True,True,[],True,[],[],[],True,4033,99,False,False,True,False,False,False,False,False,False,False
144,False,dmr,README.md,False,False,False,False,False,False,[],False,[],[],[],False,614,13,False,False,False,False,False,False,False,False,False,False
145,False,plan,README.md,False,False,False,False,False,False,[],False,[],[],[],False,74,1,False,False,False,False,False,False,False,False,False,False
146,False,bayOU,README.md,False,False,False,True,True,True,[],True,"['install_github(""bayou"", username=""uyedaj"")']","['install.packages(""devtools"")']",[],False,860,23,False,False,False,False,False,False,False,False,False,False
147,False,SimEq,README.md,False,False,False,True,False,True,[],True,"['install_github(""flr/FLCore"")', 'install_github(""wgmg/msy"")', 'install_github(""einarhjorleifsson/msy"")']","['install.packages(""devtools"")', 'install.packages(""devtools"")']",[],False,1166,49,False,False,False,False,False,False,False,False,False,True
148,False,FieldSpec,README.md,False,False,False,False,False,False,[],False,[],[],[],False,278,14,False,False,False,False,False,False,False,False,False,False
149,False,proftools,README,True,False,False,False,False,False,[],False,[],[],[],False,5662,171,False,False,False,False,False,False,False,False,False,False
150,True,causalSA,README.md,False,True,False,True,False,True,[],True,"['install_github(""vdorie/treatSens"")']","['install.packages(""devtools"")']",[],False,1025,28,False,False,False,False,False,False,False,False,False,True
151,False,nrsa,README.md,False,False,False,False,False,False,[],False,[],[],[],False,678,4,False,False,False,False,False,False,False,False,False,False
152,False,R2DOCX,README.md,False,False,False,True,False,False,[],True,[],[],[],False,130,4,False,False,False,False,False,False,False,False,False,False
153,False,Risa,README.md,True,False,False,True,True,False,[],True,[],[],[],False,2864,49,False,False,True,False,False,False,False,False,False,False
154,False,datamicroarray,README.md,False,False,False,False,False,True,[],True,"[""install_github('ramhiser/datamicroarray')""]",[],[],True,5072,106,False,False,False,False,False,False,False,False,False,True
155,True,occdat,README.Rmd,False,True,False,True,True,True,[],True,"['install_github(""ropensci/spocc"")']","['install.packages(""rgdal"")', 'install.packages(""devtools"")']",[],True,4797,153,False,False,False,False,False,False,False,False,False,False
156,True,occdat,README.md,False,True,False,True,True,True,[],True,"['install_github(""ropensci/spocc"")']","['install.packages(""rgdal"")', 'install.packages(""devtools"")']",[],True,9763,244,False,False,False,False,False,False,False,False,False,False
157,True,corrplot,README.md,False,False,False,False,False,False,[],False,[],[],[],False,370,7,False,False,False,False,False,False,False,False,False,False
158,False,brooks,README.md,False,False,False,False,False,False,[],False,[],[],[],False,236,3,False,False,False,False,False,False,False,False,False,False
159,False,EcoPhyl,README.md,False,False,False,False,False,False,[],False,[],[],[],False,3601,30,False,False,False,False,False,False,False,False,False,False
160,False,marksummary,README.md,False,False,False,False,False,True,[],True,"[""install_github('marksummary', username = 'myllym')""]","['install.packages(""devtools"")']",[],True,716,26,False,False,False,False,False,False,False,False,False,False
161,True,R.archive,README.md,False,False,False,False,False,False,[],False,[],[],[],False,332,9,False,False,False,False,False,False,False,False,False,False
162,False,r2ddi,README.md,False,False,False,False,False,False,[],False,[],[],[],False,445,17,False,False,False,False,False,False,False,False,False,False
163,False,pgvint,README.md,False,False,False,False,False,True,[],True,"['install_github(""vintager"", username=""tomasgreif"")']",[],[],True,1491,46,False,False,False,False,False,False,False,False,False,False
164,False,rdatone,README.md,False,False,False,False,False,False,[],False,[],[],[],False,153,5,False,False,False,False,False,False,False,False,False,False
165,False,rWipeTest,README.md,False,False,False,False,False,False,[],False,[],[],[],False,136,6,False,False,False,False,False,False,False,False,False,False
166,False,CSS,README.md,False,False,False,False,False,True,[],True,"['install_github(""CSS"", ""cuche27"")']","['install.packages(""devtools"")']",[],True,1540,59,False,False,False,False,False,False,False,False,False,False
167,False,asterisk,README.md,False,False,False,False,False,False,[],False,[],[],[],False,29,4,False,False,False,False,False,False,False,False,False,False
168,False,ABBA,README.md,False,False,False,False,False,False,[],False,[],[],[],False,123,2,False,False,False,False,False,False,False,False,False,False
169,False,spptest,README.md,False,False,False,False,False,True,[],True,"[""install_github('spptest', username = 'myllym', ref = 'no_fastdepth')""]","['install.packages(""devtools"")']",[],True,1185,41,False,False,False,False,False,False,False,False,False,False
